loan_id,customer_id,customer_name,gender,country,state,age,income,employment_type,credit_score,loan_amount,interest_rate,loan_term,loan_type,loan_status,origination_date,employment_type_duplicate
L007810,C007810,Thomas Rodriguez,Male,USA,Alabama,38,86109.0,Unemployed,670.0,70455,13.41,360,Home Equity,Delinquent,2018-05-04,Unemployed
L007811,C007811,Daniel Lee,Male,USA,Arkansas,57,116053.0,Salaried,708.0,330135,15.57,36,Mortgage,Current,2021-07-21,Salaried
L007812,C007812,Charles Martin,Male,USA,West Virginia,51,51144.0,Government,749.0,389858,8.97,60,Auto,Current,2020-03-05,Government
L007813,C007813,Andrew Martinez,Male,USA,Virginia,26,51249.0,Salaried,838.0,465707,13.48,60,Personal,Delinquent,2025-04-02,Salaried
L007814,C007814,Donald Garcia,Male,USA,West Virginia,64,145160.0,Part-Time,839.0,107537,4.12,84,Mortgage,Current,2026-05-23,Part-Time
L007815,C007815,Mark Martinez,Male,USA,North Carolina,44,103239.0,Government,558.0,434403,17.36,12,Personal,Current,2018-02-18,Government
L007816,C007816,Richard Johnson,Male,USA,Tennessee,68,61076.0,Self-Employed,767.0,404952,12.44,360,Personal,Current,2020-10-03,Self-Employed
L007817,C007817,Andrew Rodriguez,Male,USA,South Carolina,61,140073.0,Part-Time,656.0,316037,15.85,36,Mortgage,Delinquent,2022-02-08,Part-Time
L007818,C007818,Emily Taylor,Female,USA,Rhode Island,35,100210.0,Self-Employed,504.0,357381,10.28,36,Mortgage,Current,2018-07-27,Self-Employed
L007819,C007819,Mary Perez,Female,USA,Delaware,60,67098.0,Self-Employed,542.0,340054,3.46,240,Mortgage,Current,2025-03-14,Self-Employed
L007820,C007820,Betty Thomas,Female,USA,Minnesota,32,81293.0,Unemployed,565.0,213273,10.38,240,Home Equity,Current,2025-05-16,Unemployed
L007821,C007821,Steven Thompson,Male,USA,New Mexico,66,90230.0,Salaried,633.0,107235,13.89,120,Mortgage,Default,2019-08-02,Salaried
L007822,C007822,James Jones,Male,USA,Michigan,69,167404.0,Unemployed,712.0,74374,3.98,36,Home Equity,Paid Off,2019-07-17,Unemployed
L007823,C007823,Joshua Thomas,Male,USA,Oklahoma,34,124856.0,Salaried,598.0,185481,4.5,84,Student,Paid Off,2018-09-09,Salaried
L007824,C007824,Emily Taylor,Female,USA,Kansas,47,76764.0,Salaried,770.0,108551,3.81,180,Mortgage,Current,2018-04-16,Salaried
L007825,C007825,Daniel Moore,Male,USA,Connecticut,57,95501.0,Salaried,645.0,135343,4.8,120,Mortgage,Current,2020-01-04,Salaried
L007826,C007826,Linda Rodriguez,Female,USA,Illinois,33,50495.0,Salaried,548.0,193969,12.22,72,Mortgage,Current,2023-07-06,Salaried
L007827,C007827,Jennifer Martinez,Female,USA,New York,58,54939.0,Self-Employed,674.0,387174,16.12,60,Personal,Delinquent,2022-06-12,Self-Employed
L007828,C007828,Mark Jackson,Male,USA,Tennessee,66,147145.0,Salaried,501.0,452070,10.06,84,Student,Current,2025-11-30,Salaried
L007829,C007829,Susan Davis,Female,USA,Utah,58,52701.0,Unemployed,792.0,380448,15.13,180,Mortgage,Current,2023-11-23,Unemployed
L007830,C007830,Thomas Martin,Male,USA,Kentucky,23,114153.0,Salaried,505.0,227929,8.98,72,Mortgage,Delinquent,2022-12-15,Salaried
L007831,C007831,Matthew Rodriguez,Male,USA,South Carolina,36,143693.0,Salaried,742.0,65943,15.83,360,Personal,Foreclosed,2024-02-13,Salaried
L007832,C007832,Thomas Thompson,Male,USA,West Virginia,32,156029.0,Part-Time,541.0,60465,5.36,360,Student,Current,2023-04-28,Part-Time
L007833,C007833,Daniel Perez,Male,USA,Connecticut,34,73129.0,Government,806.0,470572,11.61,24,Student,Foreclosed,2026-01-03,Government
L007834,C007834,Sandra Lee,Female,USA,Minnesota,54,165395.0,Government,515.0,478448,10.8,120,Auto,Current,2023-07-13,Government
L007835,C007835,Joseph Miller,Male,USA,Kansas,70,125406.0,Salaried,703.0,251761,4.54,48,Home Equity,Paid Off,2020-02-21,Salaried
L007836,C007836,David Williams,Male,USA,Alaska,51,109754.0,Government,715.0,230828,6.57,72,Personal,Foreclosed,2020-04-03,Government
L007837,C007837,Jennifer Johnson,Female,USA,North Dakota,59,173374.0,Salaried,572.0,411214,10.27,24,Home Equity,Paid Off,2021-05-16,Salaried
L007838,C007838,Elizabeth Thompson,Female,USA,Missouri,25,108426.0,Unemployed,566.0,252941,14.58,72,Personal,Current,2021-04-14,Unemployed
L007839,C007839,Daniel Miller,Male,USA,Kansas,32,149713.0,Government,580.0,198997,16.57,24,Mortgage,Current,2023-04-04,Government
L007840,C007840,Ashley Jones,Female,USA,South Dakota,46,103019.0,Part-Time,529.0,459037,14.03,12,Auto,Delinquent,2020-04-26,Part-Time
L007841,C007841,Barbara Brown,Female,USA,Arkansas,37,157032.0,Government,526.0,152825,7.4,360,Home Equity,Delinquent,2024-02-18,Government
L007842,C007842,Anthony Williams,Male,USA,Ohio,64,89799.0,Self-Employed,587.0,186086,4.54,60,Home Equity,Current,2026-07-17,Self-Employed
L007843,C007843,Steven Jones,Male,USA,Mississippi,31,116547.0,Government,563.0,287348,10.88,48,Mortgage,Foreclosed,2020-06-18,Government
L007844,C007844,David Thompson,Male,USA,Michigan,53,33440.0,Self-Employed,794.0,348753,8.17,360,Auto,Paid Off,2023-05-31,Self-Employed
L007845,C007845,Linda Taylor,Female,USA,Alabama,61,101268.0,Salaried,828.0,320565,11.45,48,Student,Current,2024-08-26,Salaried
L007846,C007846,Jessica Martinez,Female,USA,Louisiana,60,35152.0,Salaried,643.0,460975,8.97,12,Home Equity,Foreclosed,2020-04-24,Salaried
L007847,C007847,Donna Jones,Female,USA,Alaska,66,154446.0,Salaried,555.0,6333,8.69,180,Personal,Foreclosed,2025-11-01,Salaried
L007848,C007848,William Williams,Male,USA,Rhode Island,24,59345.0,Government,766.0,247733,16.68,360,Mortgage,Current,2019-02-22,Government
L007849,C007849,John Williams,Male,USA,Oregon,52,151705.0,Self-Employed,756.0,70955,13.01,120,Auto,Paid Off,2023-12-21,Self-Employed
L007850,C007850,Mark Davis,Male,USA,Wyoming,51,39501.0,Self-Employed,799.0,430590,13.05,12,Personal,Current,2019-02-05,Self-Employed
L007851,C007851,Robert Moore,Male,USA,Pennsylvania,31,155044.0,Part-Time,534.0,226480,5.01,60,Home Equity,Current,2024-09-10,Part-Time
L007852,C007852,Lisa Jackson,Female,USA,Vermont,37,77099.0,Self-Employed,583.0,361342,8.84,360,Personal,Paid Off,2022-04-16,Self-Employed
L007853,C007853,Betty Johnson,Female,USA,Georgia,47,113707.0,Salaried,678.0,199277,14.44,180,Auto,Current,2022-01-24,Salaried
L007854,C007854,Joshua Anderson,Male,USA,Colorado,28,153600.0,Salaried,763.0,437993,11.5,12,Personal,Current,2025-09-21,Salaried
L007855,C007855,Richard Smith,Male,USA,New Hampshire,41,33857.0,Salaried,570.0,97994,9.91,240,Mortgage,Paid Off,2024-11-26,Salaried
L007856,C007856,Anthony Wilson,Male,USA,Maryland,53,64955.0,Salaried,536.0,371461,17.59,240,Home Equity,Current,2020-10-12,Salaried
L007857,C007857,Robert Martinez,Male,USA,Mississippi,70,82904.0,Salaried,600.0,202398,5.05,36,Home Equity,Current,2024-05-14,Salaried
L007858,C007858,Joshua Moore,Male,USA,West Virginia,25,107967.0,Self-Employed,632.0,307250,5.41,360,Mortgage,Current,2024-03-05,Self-Employed
L007859,C007859,David Lee,Male,USA,Montana,52,30780.0,Salaried,703.0,95428,11.45,48,Auto,Current,2019-09-10,Salaried
L007860,C007860,Matthew Moore,Male,USA,South Carolina,45,177345.0,Salaried,776.0,286308,9.08,24,Home Equity,Paid Off,2021-02-15,Salaried
L007861,C007861,Robert Moore,Male,USA,Washington,28,159611.0,Unemployed,504.0,152136,10.21,180,Personal,Current,2022-04-20,Unemployed
L007862,C007862,James Wilson,Male,USA,Maine,47,47013.0,Unemployed,522.0,240010,11.22,12,Auto,Delinquent,2025-01-06,Unemployed
L007863,C007863,Paul Garcia,Male,USA,North Dakota,46,134033.0,Self-Employed,684.0,135125,4.91,48,Mortgage,Current,2025-04-28,Self-Employed
L007864,C007864,Nancy Jones,Female,USA,West Virginia,60,132834.0,Salaried,826.0,258130,7.05,240,Home Equity,Current,2022-09-28,Salaried
L007865,C007865,James Garcia,Male,USA,Oklahoma,49,35664.0,Part-Time,564.0,69532,11.06,36,Personal,Current,2025-07-29,Part-Time
L007866,C007866,Elizabeth Martin,Female,USA,Pennsylvania,29,148609.0,Self-Employed,646.0,308247,5.9,240,Personal,Current,2026-01-21,Self-Employed
L007867,C007867,Mark Brown,Male,USA,Virginia,38,53618.0,Salaried,757.0,10869,15.59,180,Mortgage,Delinquent,2026-06-01,Salaried
L007868,C007868,Matthew Martin,Male,USA,Florida,27,177253.0,Self-Employed,524.0,464581,14.75,360,Personal,Current,2025-09-25,Self-Employed
L007869,C007869,Matthew Johnson,Male,USA,Alaska,62,128083.0,Salaried,837.0,363971,11.52,36,Mortgage,Current,2022-10-04,Salaried
L007870,C007870,Michael Johnson,Male,USA,Wisconsin,41,106854.0,Unemployed,625.0,466426,10.42,84,Home Equity,Current,2018-11-04,Unemployed
L007871,C007871,Nancy Perez,Female,USA,New Hampshire,36,85729.0,Part-Time,658.0,205072,16.94,360,Student,Current,2018-09-11,Part-Time
L007872,C007872,Paul Wilson,Male,USA,Maine,23,74102.0,Salaried,816.0,319102,14.29,24,Personal,Paid Off,2018-04-02,Salaried
L007873,C007873,Elizabeth Martinez,Female,USA,Delaware,52,170893.0,Salaried,543.0,57801,3.57,120,Home Equity,Current,2022-10-22,Salaried
L007874,C007874,Mary Williams,Female,USA,Georgia,30,80625.0,Salaried,764.0,241441,6.35,24,Auto,Delinquent,2022-08-29,Salaried
L007875,C007875,Kimberly Moore,Female,USA,Kentucky,52,120591.0,Part-Time,648.0,281841,4.09,240,Mortgage,Foreclosed,2020-09-14,Part-Time
L007876,C007876,Margaret Moore,Female,USA,Idaho,28,125374.0,Salaried,681.0,139466,17.92,180,Auto,Current,2021-06-22,Salaried
L007877,C007877,Ashley Brown,Female,USA,Oklahoma,52,46944.0,Salaried,698.0,14486,9.33,180,Personal,Paid Off,2019-11-04,Salaried
L007878,C007878,Andrew Garcia,Male,USA,Kansas,70,94933.0,Salaried,640.0,428691,5.01,180,Home Equity,Current,2021-03-17,Salaried
L007879,C007879,Barbara Jackson,Female,USA,Rhode Island,24,163767.0,Salaried,711.0,292250,8.37,72,Personal,Delinquent,2023-07-19,Salaried
L007880,C007880,Robert Garcia,Male,USA,New Hampshire,49,168982.0,Unemployed,640.0,258672,17.7,84,Student,Paid Off,2024-05-10,Unemployed
L007881,C007881,William Jones,Male,USA,New Hampshire,32,44803.0,Unemployed,807.0,13717,5.15,48,Student,Paid Off,2025-09-24,Unemployed
L007882,C007882,Daniel Smith,Male,USA,Montana,57,102996.0,Salaried,783.0,489494,8.35,360,Personal,Current,2024-05-30,Salaried
L007883,C007883,Susan Martinez,Female,USA,Idaho,56,130307.0,Salaried,588.0,262622,7.14,360,Home Equity,Current,2023-11-06,Salaried
L007884,C007884,Karen Williams,Female,USA,Texas,39,173480.0,Salaried,673.0,475282,14.85,24,Auto,Current,2020-07-22,Salaried
L007885,C007885,Joseph Smith,Male,USA,Ohio,57,128257.0,Government,675.0,89030,3.38,36,Student,Current,2025-02-25,Government
L007886,C007886,Jessica Thompson,Female,USA,New Hampshire,67,64229.0,Salaried,735.0,421554,17.2,36,Mortgage,Current,2024-10-12,Salaried
L007887,C007887,Christopher Davis,Male,USA,Louisiana,51,59460.0,Salaried,724.0,492618,16.03,12,Home Equity,Paid Off,2022-06-01,Salaried
L007888,C007888,Donald Davis,Male,USA,Wyoming,64,59796.0,Salaried,553.0,335410,8.47,36,Auto,Current,2022-05-18,Salaried
L007889,C007889,Matthew Wilson,Male,USA,Nevada,46,71966.0,Salaried,654.0,424456,16.52,48,Mortgage,Current,2025-10-21,Salaried
L007890,C007890,Steven Williams,Male,USA,Virginia,65,140778.0,Government,834.0,312194,9.39,48,Home Equity,Default,2025-01-20,Government
L007891,C007891,Richard Martinez,Male,USA,New Jersey,26,100814.0,Salaried,592.0,436235,7.38,36,Auto,Default,2018-03-01,Salaried
L007892,C007892,Matthew Jones,Male,USA,Michigan,49,36825.0,Salaried,594.0,308956,9.11,240,Personal,Current,2024-08-04,Salaried
L007893,C007893,Donna Moore,Female,USA,Kansas,37,70822.0,Government,814.0,253856,15.37,48,Home Equity,Delinquent,2022-11-14,Government
L007894,C007894,James Jones,Male,USA,Rhode Island,40,100835.0,Government,517.0,207579,11.42,360,Mortgage,Foreclosed,2023-01-21,Government
L007895,C007895,Matthew Wilson,Male,USA,New York,62,144094.0,Salaried,651.0,328657,6.26,48,Mortgage,Delinquent,2018-10-01,Salaried
L007896,C007896,Elizabeth Smith,Female,USA,Maine,66,135683.0,Salaried,816.0,361561,4.05,36,Auto,Current,2021-03-12,Salaried
L007897,C007897,Karen Lee,Female,USA,Texas,67,129304.0,Part-Time,624.0,90556,12.1,60,Home Equity,Current,2021-09-02,Part-Time
L007898,C007898,Joseph Thompson,Male,USA,Rhode Island,30,96265.0,Salaried,799.0,70954,15.28,36,Student,Current,2022-01-19,Salaried
L007899,C007899,Robert Perez,Male,USA,Oklahoma,26,163882.0,Self-Employed,674.0,136480,15.83,120,Auto,Current,2025-03-05,Self-Employed
L007900,C007900,Donna Johnson,Female,USA,Montana,68,69231.0,Salaried,720.0,390154,15.34,360,Personal,Paid Off,2021-01-20,Salaried
L007901,C007901,Kimberly Jackson,Female,USA,South Dakota,52,178577.0,Salaried,536.0,196410,10.7,36,Auto,Current,2022-02-14,Salaried
L007902,C007902,Charles Jackson,Male,USA,North Dakota,22,43135.0,Salaried,828.0,52281,8.67,240,Student,Current,2024-12-18,Salaried
L007903,C007903,William Thompson,Male,USA,Arizona,30,59838.0,Salaried,657.0,160148,17.63,36,Student,Delinquent,2019-01-12,Salaried
L007904,C007904,Jennifer Williams,Female,USA,Rhode Island,57,85132.0,Salaried,642.0,273578,16.84,120,Mortgage,Current,2025-01-20,Salaried
L007905,C007905,John Brown,Male,USA,Connecticut,47,175763.0,Part-Time,731.0,212798,14.28,12,Personal,Paid Off,2023-08-16,Part-Time
L007906,C007906,Emily Johnson,Female,USA,Texas,61,139438.0,Self-Employed,802.0,293913,9.45,360,Student,Current,2018-02-11,Self-Employed
L007907,C007907,David Williams,Male,USA,Mississippi,39,39806.0,Self-Employed,546.0,261946,17.6,48,Auto,Paid Off,2022-09-25,Self-Employed
L007908,C007908,Jennifer Johnson,Female,USA,Arkansas,61,61588.0,Government,704.0,195503,8.61,36,Auto,Foreclosed,2020-08-31,Government
L007909,C007909,Robert Martin,Male,USA,Wisconsin,36,168594.0,Self-Employed,770.0,213493,13.27,12,Student,Current,2023-05-31,Self-Employed
L007910,C007910,Anthony Davis,Male,USA,North Dakota,40,91869.0,Government,681.0,104357,7.41,12,Mortgage,Current,2019-07-27,Government
L007911,C007911,Barbara Garcia,Female,USA,Utah,56,80214.0,Government,696.0,317663,15.54,84,Mortgage,Foreclosed,2022-05-02,Government
L007912,C007912,Andrew Perez,Male,USA,Maine,25,70238.0,Salaried,797.0,488929,15.9,360,Student,Current,2022-02-25,Salaried
L007913,C007913,Nancy Jones,Female,USA,Kentucky,38,127828.0,Salaried,618.0,319176,10.64,48,Personal,Current,2021-11-03,Salaried
L007914,C007914,William Thomas,Male,USA,Wisconsin,28,150155.0,Unemployed,561.0,30952,11.43,60,Mortgage,Current,2024-04-28,Unemployed
L007915,C007915,Steven Jackson,Male,USA,California,33,157404.0,Self-Employed,780.0,243663,17.23,24,Personal,Current,2023-11-08,Self-Employed
L007916,C007916,Michael Garcia,Male,USA,California,61,174669.0,Government,511.0,288659,5.13,36,Student,Current,2018-02-24,Government
L007917,C007917,Jennifer Jones,Female,USA,Louisiana,30,133747.0,Government,764.0,426255,10.07,12,Mortgage,Current,2021-07-20,Government
L007918,C007918,Richard Lee,Male,USA,Arkansas,56,167006.0,Self-Employed,624.0,56146,10.93,48,Mortgage,Foreclosed,2024-08-16,Self-Employed
L007919,C007919,Joseph Martinez,Male,USA,South Carolina,39,95745.0,Salaried,845.0,347093,15.25,360,Personal,Paid Off,2020-06-01,Salaried
L007920,C007920,Anthony Lee,Male,USA,New Jersey,51,157566.0,Unemployed,792.0,22681,14.67,120,Mortgage,Current,2024-01-24,Unemployed
L007921,C007921,Betty Miller,Female,USA,Rhode Island,56,120978.0,Government,636.0,61555,12.03,360,Student,Current,2023-02-19,Government
L007922,C007922,Betty Smith,Female,USA,Tennessee,49,132244.0,Part-Time,696.0,137199,5.33,360,Personal,Current,2022-12-02,Part-Time
L007923,C007923,Christopher Davis,Male,USA,Arizona,65,110315.0,Salaried,682.0,90568,9.09,36,Personal,Current,2023-05-16,Salaried
L007924,C007924,Charles Johnson,Male,USA,California,43,151988.0,Part-Time,801.0,29276,4.37,12,Mortgage,Paid Off,2021-11-18,Part-Time
L007925,C007925,Ashley Jones,Female,USA,Arkansas,52,115449.0,Government,594.0,326929,5.26,48,Auto,Foreclosed,2020-09-03,Government
L007926,C007926,Donald Jackson,Male,USA,Pennsylvania,69,169480.0,Government,735.0,450476,6.4,180,Mortgage,Paid Off,2026-05-16,Government
L007927,C007927,Sandra Rodriguez,Female,USA,South Carolina,31,150213.0,Salaried,600.0,197796,8.0,240,Home Equity,Current,2024-12-03,Salaried
L007928,C007928,Mary Rodriguez,Female,USA,Kentucky,22,76508.0,Self-Employed,506.0,326197,9.6,120,Auto,Current,2021-01-06,Self-Employed
L007929,C007929,Lisa Jones,Female,USA,Florida,52,175094.0,Salaried,624.0,395247,13.81,240,Auto,Current,2023-09-22,Salaried
L007930,C007930,David Garcia,Male,USA,South Dakota,25,86749.0,Self-Employed,708.0,95839,3.35,36,Personal,Current,2020-07-03,Self-Employed
L007931,C007931,Sandra Jackson,Female,USA,Pennsylvania,51,145749.0,Self-Employed,702.0,291585,16.08,48,Home Equity,Current,2022-05-16,Self-Employed
L007932,C007932,Emily Anderson,Female,USA,Hawaii,33,171735.0,Salaried,664.0,326041,17.88,360,Home Equity,Current,2021-12-13,Salaried
L007933,C007933,Linda Jackson,Female,USA,Louisiana,42,41662.0,Self-Employed,815.0,384470,17.46,60,Mortgage,Current,2018-02-18,Self-Employed
L007934,C007934,Christopher Davis,Male,USA,North Dakota,55,110752.0,Salaried,791.0,351015,9.37,84,Mortgage,Current,2019-08-13,Salaried
L007935,C007935,Mark Martin,Male,USA,Indiana,39,95720.0,Government,500.0,88941,8.99,12,Mortgage,Current,2019-08-14,Government
L007936,C007936,Mark Wilson,Male,USA,Oklahoma,49,134722.0,Salaried,628.0,216308,10.83,36,Student,Current,2019-05-15,Salaried
L007937,C007937,Michael Martin,Male,USA,Nevada,43,178765.0,Salaried,705.0,334235,12.97,12,Auto,Current,2024-09-24,Salaried
L007938,C007938,Linda Martinez,Female,USA,Connecticut,39,124737.0,Government,796.0,97961,7.16,36,Mortgage,Current,2025-02-07,Government
L007939,C007939,Michael Anderson,Male,USA,South Carolina,36,47396.0,Self-Employed,540.0,128464,12.82,360,Auto,Default,2025-05-14,Self-Employed
L007940,C007940,Charles Thomas,Male,USA,New Hampshire,51,56430.0,Unemployed,845.0,254256,7.64,360,Mortgage,Current,2020-09-06,Unemployed
L007941,C007941,Paul Miller,Male,USA,Massachusetts,36,161078.0,Salaried,592.0,356734,12.91,72,Home Equity,Default,2022-12-08,Salaried
L007942,C007942,Elizabeth Johnson,Female,USA,Nevada,46,34045.0,Government,603.0,96489,12.79,180,Mortgage,Paid Off,2019-07-07,Government
L007943,C007943,Betty Thomas,Female,USA,Kentucky,23,154019.0,Salaried,740.0,320554,3.01,72,Auto,Paid Off,2022-03-20,Salaried
L007944,C007944,Robert Martinez,Male,USA,Arkansas,43,110370.0,Part-Time,759.0,499776,16.07,120,Student,Current,2023-04-11,Part-Time
L007945,C007945,Michael Taylor,Male,USA,Alaska,29,169326.0,Government,669.0,104703,5.89,48,Mortgage,Delinquent,2021-01-16,Government
L007946,C007946,Joseph Garcia,Male,USA,Maryland,44,47751.0,Government,757.0,450210,17.89,60,Mortgage,Current,2020-12-29,Government
L007947,C007947,Betty Wilson,Female,USA,New Hampshire,53,30586.0,Salaried,749.0,100977,11.25,120,Personal,Current,2018-12-19,Salaried
L007948,C007948,Betty Taylor,Female,USA,Indiana,34,145066.0,Unemployed,802.0,89241,8.8,12,Student,Current,2025-06-15,Unemployed
L007949,C007949,Kimberly Miller,Female,USA,Idaho,48,110166.0,Unemployed,529.0,453404,4.38,120,Student,Current,2020-06-18,Unemployed
L007950,C007950,John Martin,Male,USA,Arizona,44,93146.0,Salaried,581.0,11801,13.21,24,Personal,Paid Off,2020-07-30,Salaried
L007951,C007951,Nancy Miller,Female,USA,Missouri,63,104983.0,Self-Employed,785.0,476706,8.4,72,Home Equity,Paid Off,2026-02-09,Self-Employed
L007952,C007952,William Jones,Male,USA,Colorado,70,73401.0,Part-Time,756.0,293667,17.44,48,Auto,Current,2021-02-12,Part-Time
L007953,C007953,Sarah Williams,Female,USA,South Dakota,27,78887.0,Salaried,813.0,413672,15.86,240,Auto,Current,2024-12-28,Salaried
L007954,C007954,Joshua Jones,Male,USA,West Virginia,58,148035.0,Self-Employed,822.0,322944,4.87,240,Auto,Current,2021-06-17,Self-Employed
L007955,C007955,Susan Anderson,Female,USA,Maine,64,120210.0,Self-Employed,522.0,235542,9.87,48,Auto,Default,2025-08-25,Self-Employed
L007956,C007956,Susan Wilson,Female,USA,Alaska,45,45218.0,Self-Employed,731.0,37172,9.66,60,Home Equity,Current,2018-12-05,Self-Employed
L007957,C007957,Jessica Martin,Female,USA,West Virginia,22,171723.0,Self-Employed,804.0,41398,13.63,12,Home Equity,Current,2022-06-19,Self-Employed
L007958,C007958,Elizabeth Moore,Female,USA,Oklahoma,65,153293.0,Salaried,752.0,68862,7.09,48,Personal,Current,2018-07-29,Salaried
L007959,C007959,Thomas Martinez,Male,USA,Wisconsin,21,177769.0,Self-Employed,562.0,129707,15.54,120,Student,Current,2018-09-30,Self-Employed
L007960,C007960,Matthew Lee,Male,USA,Pennsylvania,43,89717.0,Part-Time,803.0,444826,17.12,180,Personal,Current,2025-01-03,Part-Time
L007961,C007961,Kimberly Rodriguez,Female,USA,Kentucky,67,160109.0,Part-Time,543.0,166634,11.29,24,Home Equity,Foreclosed,2020-11-06,Part-Time
L007962,C007962,Charles Jones,Male,USA,Pennsylvania,60,89129.0,Government,550.0,235111,16.91,72,Personal,Current,2019-08-06,Government
L007963,C007963,Christopher Moore,Male,USA,West Virginia,38,96968.0,Salaried,689.0,79796,7.88,60,Home Equity,Current,2023-09-20,Salaried
L007964,C007964,John Thompson,Male,USA,Kentucky,67,108246.0,Government,739.0,149486,7.76,120,Mortgage,Current,2020-10-10,Government
L007965,C007965,Margaret Jones,Female,USA,Indiana,28,159674.0,Salaried,706.0,354177,13.85,120,Student,Default,2018-10-14,Salaried
L007966,C007966,David Moore,Male,USA,Hawaii,54,138090.0,Self-Employed,540.0,412803,9.67,120,Student,Paid Off,2018-01-24,Self-Employed
L007967,C007967,Michael Wilson,Male,USA,Texas,63,92116.0,Self-Employed,654.0,348608,7.14,240,Home Equity,Current,2022-05-15,Self-Employed
L007968,C007968,Andrew Rodriguez,Male,USA,Colorado,28,140079.0,Salaried,597.0,412371,7.64,12,Home Equity,Default,2023-02-03,Salaried
L007969,C007969,Charles Brown,Male,USA,Ohio,49,110481.0,Salaried,556.0,475646,15.49,240,Home Equity,Current,2018-01-10,Salaried
L007970,C007970,Linda Miller,Female,USA,Rhode Island,33,177793.0,Part-Time,669.0,473124,12.7,48,Mortgage,Paid Off,2019-04-16,Part-Time
L007971,C007971,Jessica Jackson,Female,USA,Wisconsin,21,145245.0,Part-Time,767.0,41321,14.87,360,Mortgage,Current,2026-06-02,Part-Time
L007972,C007972,Jessica Jackson,Female,USA,Florida,49,118968.0,Salaried,837.0,452503,9.19,24,Mortgage,Current,2026-07-25,Salaried
L007973,C007973,David Martin,Male,USA,New Mexico,70,162288.0,Salaried,559.0,333853,17.08,48,Auto,Default,2023-03-04,Salaried
L007974,C007974,Mary Perez,Female,USA,Montana,57,49814.0,Salaried,563.0,449743,16.36,72,Mortgage,Delinquent,2023-08-24,Salaried
L007975,C007975,Paul Martin,Male,USA,Rhode Island,21,117593.0,Salaried,759.0,393406,3.54,48,Student,Current,2020-03-27,Salaried
L007976,C007976,Steven Anderson,Male,USA,Maryland,64,74285.0,Unemployed,689.0,361235,8.47,60,Student,Current,2025-12-11,Unemployed
L007977,C007977,Nancy Miller,Female,USA,Utah,25,171595.0,Salaried,560.0,131433,4.11,36,Home Equity,Paid Off,2018-09-02,Salaried
L007978,C007978,Susan Garcia,Female,USA,New Jersey,68,60307.0,Part-Time,743.0,146967,6.57,360,Auto,Current,2021-01-09,Part-Time
L007979,C007979,Jennifer Martin,Female,USA,Washington,70,34668.0,Self-Employed,676.0,454334,16.89,24,Mortgage,Current,2018-10-01,Self-Employed
L007980,C007980,Jessica Martinez,Female,USA,Arkansas,22,58199.0,Salaried,658.0,425654,16.44,84,Student,Current,2024-03-09,Salaried
L007981,C007981,Joshua Lee,Male,USA,Idaho,67,136677.0,Government,541.0,432515,3.84,72,Home Equity,Paid Off,2024-04-24,Government
L007982,C007982,Donald Taylor,Male,USA,Alaska,42,117610.0,Self-Employed,519.0,99280,3.54,36,Mortgage,Current,2025-08-15,Self-Employed
L007983,C007983,Sarah Perez,Female,USA,Texas,50,125454.0,Government,611.0,246434,12.69,240,Mortgage,Current,2019-07-14,Government
L007984,C007984,Richard Martin,Male,USA,South Dakota,31,157229.0,Salaried,711.0,473987,6.54,180,Student,Foreclosed,2021-06-02,Salaried
L007985,C007985,Joseph Garcia,Male,USA,South Carolina,49,129962.0,Salaried,595.0,347638,3.03,72,Home Equity,Current,2024-09-26,Salaried
L007986,C007986,Jennifer Jackson,Female,USA,Wyoming,62,119483.0,Government,519.0,10218,15.49,60,Student,Current,2025-06-10,Government
L007987,C007987,Nancy Moore,Female,USA,Vermont,23,177881.0,Salaried,515.0,222482,8.76,120,Auto,Current,2021-01-02,Salaried
L007988,C007988,Michael Davis,Male,USA,Wisconsin,65,45806.0,Part-Time,556.0,452698,9.26,24,Personal,Paid Off,2020-06-03,Part-Time
L007989,C007989,Lisa Jones,Female,USA,Wyoming,33,156457.0,Salaried,774.0,390886,4.64,72,Student,Current,2022-01-02,Salaried
L007990,C007990,Betty Martinez,Female,USA,Utah,23,35029.0,Salaried,722.0,98838,10.13,72,Auto,Current,2024-03-23,Salaried
L007991,C007991,Elizabeth Garcia,Female,USA,Tennessee,30,35064.0,Government,512.0,199996,14.64,84,Auto,Current,2021-07-28,Government
L007992,C007992,Steven Martinez,Male,USA,Texas,24,128872.0,Salaried,746.0,69120,7.49,36,Personal,Current,2024-05-07,Salaried
L007993,C007993,Andrew Lee,Male,USA,Utah,34,155506.0,Salaried,519.0,50914,15.42,72,Mortgage,Current,2021-11-03,Salaried
L007994,C007994,Charles Jones,Male,USA,Louisiana,43,79382.0,Salaried,831.0,303528,12.75,36,Home Equity,Current,2022-08-22,Salaried
L007995,C007995,James Martin,Male,USA,New York,37,160291.0,Salaried,738.0,492622,9.23,120,Student,Current,2020-07-04,Salaried
L007996,C007996,Steven Smith,Male,USA,California,21,126541.0,Salaried,534.0,7774,10.57,60,Auto,Paid Off,2024-05-27,Salaried
L007997,C007997,James Rodriguez,Male,USA,Georgia,35,159945.0,Self-Employed,668.0,378091,4.68,72,Personal,Delinquent,2022-08-01,Self-Employed
